Size,Insertion/Deletion Frequency,Search Randomness,Search Prediction,Data Structure
29328,0.611,0.227,207,HASH_MAP
432,0.018,0.473,9,HASH_MAP
4272,0.712,0.383,70,SINGLY_LINKED_LIST
9168,0.382,0.224,84,SINGLY_LINKED_LIST
14448,0.602,0.104,13,HASH_MAP
19536,0.407,0.479,344,SEQUENCE
2736,0.228,0.088,6,SINGLY_LINKED_LIST
25968,0.541,0.186,452,HASH_MAP
6672,0.278,0.192,10,HASH_MAP
528,0.22,0.068,4,SEQUENCE
21264,0.886,0.307,264,SINGLY_LINKED_LIST
31056,0.647,0.292,182,HASH_MAP
10896,0.227,0.292,185,TREE_MAP
3984,0.083,0.206,28,SEQUENCE
24624,0.513,0.181,134,SINGLY_LINKED_LIST
15216,0.317,0.457,95,SINGLY_LINKED_LIST
8112,0.676,0.179,39,TREE_MAP
33552,0.699,0.051,122,SINGLY_LINKED_LIST
6192,0.258,0.396,96,HASH_MAP
7152,0.745,0.463,49,HASH_MAP
2064,0.344,0.007,38,SINGLY_LINKED_LIST
10896,0.454,0.152,16,SINGLY_LINKED_LIST
7824,0.652,0.23,123,SEQUENCE
29232,0.609,0.072,201,TREE_MAP
26928,0.561,0.318,62,TREE_MAP
20016,0.834,0.352,352,TREE_MAP
864,0.72,0.191,18,SINGLY_LINKED_LIST
39984,0.833,0.451,377,HASH_MAP
22032,0.459,0.095,294,TREE_MAP
39408,0.821,0.104,626,HASH_MAP
18384,0.383,0.081,351,HASH_MAP
9936,0.828,0.326,78,SEQUENCE
22032,0.459,0.405,287,TREE_MAP
10992,0.458,0.328,136,TREE_MAP
11952,0.249,0.106,164,HASH_MAP
1008,0.84,0.462,5,SINGLY_LINKED_LIST
5904,0.984,0.072,105,SINGLY_LINKED_LIST
20016,0.834,0.062,388,TREE_MAP
4848,0.404,0.234,66,SINGLY_LINKED_LIST
31152,0.649,0.392,495,HASH_MAP
1392,0.145,0.089,25,SINGLY_LINKED_LIST
15888,0.331,0.161,262,SEQUENCE
336,0.028,0.296,4,TREE_MAP
192,0.8,0.004,3,SINGLY_LINKED_LIST
5712,0.119,0.101,20,SEQUENCE
22032,0.918,0.4,240,HASH_MAP
33936,0.707,0.128,8,SINGLY_LINKED_LIST
24144,0.503,0.16,393,HASH_MAP
21264,0.886,0.12,210,SINGLY_LINKED_LIST
11664,0.486,0.461,52,HASH_MAP
28656,0.597,0.224,533,HASH_MAP
10032,0.418,0.407,173,TREE_MAP
44112,0.919,0.16,245,SINGLY_LINKED_LIST
2448,0.051,0.209,28,TREE_MAP
8112,0.845,0.095,40,SINGLY_LINKED_LIST
528,0.22,0.424,4,TREE_MAP
9744,0.203,0.112,203,HASH_MAP
1776,0.074,0.131,28,SEQUENCE
12336,0.257,0.404,159,SEQUENCE
4944,0.206,0.07,84,HASH_MAP
6384,0.532,0.108,90,SINGLY_LINKED_LIST
24144,0.503,0.281,300,SEQUENCE
2832,0.472,0.113,54,SEQUENCE
23472,0.978,0.159,211,SINGLY_LINKED_LIST
13968,0.582,0.34,142,HASH_MAP
27216,0.567,0.015,558,HASH_MAP
17808,0.371,0.239,145,HASH_MAP
32016,0.667,0.293,223,HASH_MAP
624,0.052,0.121,11,SEQUENCE
8112,0.338,0.386,105,SEQUENCE
15696,0.654,0.197,55,HASH_MAP
14544,0.606,0.265,228,SEQUENCE
3312,0.138,0.252,29,HASH_MAP
19152,0.399,0.109,205,HASH_MAP
39216,0.817,0.186,629,HASH_MAP
48,0.01,0.028,1,SEQUENCE
912,0.076,0.006,11,TREE_MAP
45648,0.951,0.456,66,SINGLY_LINKED_LIST
3648,0.608,0.227,29,HASH_MAP
4368,0.091,0.048,75,SEQUENCE
34608,0.721,0.358,602,HASH_MAP
5664,0.944,0.46,107,SINGLY_LINKED_LIST
528,0.44,0.232,3,SINGLY_LINKED_LIST
19248,0.401,0.435,142,HASH_MAP
1008,0.84,0.232,12,SINGLY_LINKED_LIST
40368,0.841,0.295,273,SINGLY_LINKED_LIST
6288,0.131,0.411,14,HASH_MAP
5904,0.492,0.456,106,SINGLY_LINKED_LIST
7632,0.636,0.103,88,HASH_MAP
4272,0.89,0.421,34,SEQUENCE
912,0.038,0.101,12,SINGLY_LINKED_LIST
144,0.75,0.275,3,SINGLY_LINKED_LIST
27504,0.573,0.326,32,SINGLY_LINKED_LIST
22224,0.926,0.417,271,TREE_MAP
4368,0.728,0.028,72,SINGLY_LINKED_LIST
432,0.45,0.11,9,SINGLY_LINKED_LIST
7152,0.745,0.38,65,HASH_MAP
1104,0.23,0.455,4,SINGLY_LINKED_LIST
8496,0.177,0.417,75,SEQUENCE
46896,0.977,0.324,907,HASH_MAP
5712,0.119,0.383,115,SEQUENCE
7728,0.805,0.282,64,SEQUENCE
14064,0.586,0.285,118,SINGLY_LINKED_LIST
21072,0.439,0.088,159,HASH_MAP
4752,0.792,0.073,68,SINGLY_LINKED_LIST
20688,0.431,0.254,190,HASH_MAP
13008,0.542,0.362,114,SINGLY_LINKED_LIST
7056,0.294,0.096,50,TREE_MAP
18096,0.754,0.428,331,SINGLY_LINKED_LIST
16368,0.341,0.151,276,HASH_MAP
2736,0.228,0.414,44,SINGLY_LINKED_LIST
40368,0.841,0.232,558,HASH_MAP
48,0.005,0.138,1,TREE_MAP
1296,0.054,0.295,1,SINGLY_LINKED_LIST
48,0.05,0.051,1,SINGLY_LINKED_LIST
28272,0.589,0.075,441,HASH_MAP
4464,0.372,0.416,40,SINGLY_LINKED_LIST
13584,0.283,0.193,63,HASH_MAP
26352,0.549,0.151,508,HASH_MAP
1776,0.148,0.105,0,SINGLY_LINKED_LIST
2928,0.61,0.473,11,SINGLY_LINKED_LIST
19344,0.403,0.134,100,SEQUENCE
3312,0.345,0.343,17,TREE_MAP
31248,0.651,0.463,581,HASH_MAP
3792,0.632,0.184,69,SEQUENCE
26352,0.549,0.311,347,HASH_MAP
40656,0.847,0.449,225,TREE_MAP
16176,0.337,0.164,94,SEQUENCE
912,0.095,0.41,13,TREE_MAP
20208,0.842,0.416,301,SEQUENCE
4416,0.736,0.313,21,SINGLY_LINKED_LIST
288,0.048,0.11,6,SEQUENCE
7632,0.795,0.414,76,HASH_MAP
23088,0.962,0.194,349,SINGLY_LINKED_LIST
13008,0.271,0.348,257,TREE_MAP
2496,0.416,0.061,31,SINGLY_LINKED_LIST
10896,0.454,0.179,11,HASH_MAP
2688,0.448,0.28,26,SINGLY_LINKED_LIST
12816,0.267,0.335,221,TREE_MAP
1968,0.328,0.393,14,HASH_MAP
11664,0.486,0.368,136,HASH_MAP
6864,0.715,0.46,35,SINGLY_LINKED_LIST
17424,0.363,0.369,73,HASH_MAP
2256,0.94,0.256,11,SINGLY_LINKED_LIST
4032,0.672,0.14,59,SINGLY_LINKED_LIST
13392,0.558,0.171,251,HASH_MAP
2064,0.215,0.166,34,SINGLY_LINKED_LIST
5712,0.952,0.117,113,SINGLY_LINKED_LIST
12144,0.506,0.038,109,HASH_MAP
13776,0.574,0.446,135,SEQUENCE
4656,0.097,0.402,69,HASH_MAP
19248,0.401,0.172,337,SEQUENCE
1296,0.216,0.359,19,SINGLY_LINKED_LIST
21552,0.449,0.266,112,HASH_MAP
42288,0.881,0.329,871,HASH_MAP
18384,0.383,0.185,118,SINGLY_LINKED_LIST
8784,0.915,0.346,90,SINGLY_LINKED_LIST
816,0.68,0.375,8,SINGLY_LINKED_LIST
48,0.1,0.12,0,SINGLY_LINKED_LIST
432,0.36,0.163,2,SINGLY_LINKED_LIST
4656,0.097,0.052,60,HASH_MAP
36912,0.769,0.018,400,SINGLY_LINKED_LIST
4752,0.396,0.373,73,TREE_MAP
37776,0.787,0.43,557,HASH_MAP
8112,0.845,0.191,100,HASH_MAP
5184,0.864,0.026,87,HASH_MAP
17904,0.373,0.168,135,SEQUENCE
10992,0.458,0.131,55,HASH_MAP
48,0.01,0.109,0,SINGLY_LINKED_LIST
9552,0.398,0.187,71,SINGLY_LINKED_LIST
1056,0.88,0.317,0,SINGLY_LINKED_LIST
11472,0.239,0.155,115,TREE_MAP
28368,0.591,0.332,85,TREE_MAP
96,0.08,0.106,1,SEQUENCE
3024,0.504,0.033,18,TREE_MAP
45168,0.941,0.165,591,HASH_MAP
25584,0.533,0.28,150,TREE_MAP
37104,0.773,0.252,636,HASH_MAP
10128,0.422,0.397,154,SINGLY_LINKED_LIST
912,0.095,0.25,16,SEQUENCE
21744,0.906,0.007,242,SEQUENCE
5616,0.936,0.019,110,SINGLY_LINKED_LIST
38352,0.799,0.16,77,HASH_MAP
8112,0.338,0.028,108,TREE_MAP
3984,0.332,0.147,79,SINGLY_LINKED_LIST
21648,0.451,0.367,420,HASH_MAP
1584,0.033,0.364,33,SINGLY_LINKED_LIST
16848,0.702,0.15,169,SEQUENCE
32208,0.671,0.008,557,HASH_MAP
12816,0.267,0.187,195,SEQUENCE
38064,0.793,0.345,720,HASH_MAP
11952,0.498,0.277,131,HASH_MAP
1584,0.165,0.187,26,HASH_MAP
7728,0.805,0.235,106,SINGLY_LINKED_LIST
18672,0.778,0.044,124,SINGLY_LINKED_LIST
8976,0.748,0.131,85,SEQUENCE
1776,0.185,0.307,28,SINGLY_LINKED_LIST
1872,0.156,0.289,35,HASH_MAP
21744,0.453,0.382,142,HASH_MAP
3504,0.146,0.269,42,TREE_MAP
432,0.036,0.301,5,SINGLY_LINKED_LIST
4464,0.186,0.34,7,SINGLY_LINKED_LIST
3072,0.512,0.059,2,SINGLY_LINKED_LIST
19344,0.403,0.446,253,HASH_MAP
15024,0.313,0.384,75,HASH_MAP
3888,0.162,0.073,50,HASH_MAP
17136,0.357,0.377,128,HASH_MAP
15408,0.642,0.152,63,SEQUENCE
6384,0.665,0.039,112,SINGLY_LINKED_LIST
21168,0.441,0.404,362,HASH_MAP
24624,0.513,0.168,414,SEQUENCE
1584,0.132,0.115,10,SINGLY_LINKED_LIST
6192,0.129,0.321,57,SEQUENCE
4656,0.097,0.033,87,SEQUENCE
12048,0.502,0.001,163,HASH_MAP
2592,0.432,0.215,10,SINGLY_LINKED_LIST
2256,0.94,0.199,16,SINGLY_LINKED_LIST
4656,0.097,0.345,24,SEQUENCE
10992,0.916,0.29,180,HASH_MAP
32496,0.677,0.253,44,HASH_MAP
18096,0.377,0.293,26,HASH_MAP
8688,0.181,0.344,14,SINGLY_LINKED_LIST
1776,0.148,0.029,35,HASH_MAP
3696,0.077,0.326,76,SINGLY_LINKED_LIST
192,0.032,0.236,1,SINGLY_LINKED_LIST
96,0.08,0.246,2,SINGLY_LINKED_LIST
5808,0.242,0.394,87,SEQUENCE
16656,0.694,0.321,102,HASH_MAP
3024,0.252,0.022,54,SINGLY_LINKED_LIST
9168,0.382,0.278,38,SINGLY_LINKED_LIST
10224,0.426,0.302,96,TREE_MAP
24048,0.501,0.275,298,TREE_MAP
8496,0.885,0.376,103,HASH_MAP
1008,0.021,0.126,10,HASH_MAP
2736,0.57,0.085,36,SINGLY_LINKED_LIST
15888,0.331,0.075,313,SEQUENCE
7056,0.294,0.242,42,HASH_MAP
816,0.17,0.09,14,SINGLY_LINKED_LIST
7056,0.735,0.378,45,SINGLY_LINKED_LIST
3504,0.146,0.145,60,HASH_MAP
18288,0.762,0.257,144,TREE_MAP
1104,0.23,0.18,5,SINGLY_LINKED_LIST
25104,0.523,0.213,434,SEQUENCE
816,0.17,0.325,6,SEQUENCE
4368,0.91,0.016,81,TREE_MAP
15504,0.323,0.326,162,HASH_MAP
8016,0.167,0.405,141,HASH_MAP
20688,0.431,0.284,119,SINGLY_LINKED_LIST
14256,0.297,0.404,1,HASH_MAP
9168,0.955,0.263,146,SEQUENCE
19248,0.802,0.372,113,SEQUENCE
2976,0.496,0.311,3,SINGLY_LINKED_LIST
10992,0.458,0.067,27,HASH_MAP
912,0.38,0.031,15,SEQUENCE
10608,0.221,0.238,83,SEQUENCE
3984,0.166,0.252,60,HASH_MAP
47952,0.999,0.221,606,SINGLY_LINKED_LIST
144,0.12,0.205,1,SINGLY_LINKED_LIST
5904,0.984,0.342,68,SINGLY_LINKED_LIST
45072,0.939,0.423,861,TREE_MAP
13392,0.558,0.341,252,HASH_MAP
40176,0.837,0.074,834,HASH_MAP
864,0.144,0.393,5,TREE_MAP
23184,0.483,0.292,154,HASH_MAP
1488,0.775,0.037,4,SINGLY_LINKED_LIST
45264,0.943,0.465,201,SINGLY_LINKED_LIST
4272,0.445,0.437,87,TREE_MAP
4176,0.87,0.306,47,SINGLY_LINKED_LIST
9456,0.985,0.248,152,SINGLY_LINKED_LIST
8592,0.895,0.071,76,SINGLY_LINKED_LIST
3696,0.154,0.302,6,HASH_MAP
26544,0.553,0.359,223,HASH_MAP
11664,0.243,0.333,126,SINGLY_LINKED_LIST
45936,0.957,0.25,891,HASH_MAP
4272,0.178,0.045,9,SINGLY_LINKED_LIST
18576,0.774,0.038,346,HASH_MAP
1488,0.31,0.138,22,SINGLY_LINKED_LIST
34032,0.709,0.005,666,HASH_MAP
20208,0.421,0.218,164,TREE_MAP
6768,0.141,0.231,107,SEQUENCE
2448,0.102,0.281,46,SEQUENCE
38544,0.803,0.266,135,SINGLY_LINKED_LIST
26448,0.551,0.297,262,SEQUENCE
20208,0.842,0.126,113,TREE_MAP
5904,0.615,0.116,57,SINGLY_LINKED_LIST
1008,0.084,0.328,7,HASH_MAP
23856,0.994,0.013,88,HASH_MAP
21552,0.449,0.28,257,TREE_MAP
1008,0.525,0.46,21,SINGLY_LINKED_LIST
1296,0.675,0.361,6,SEQUENCE
9264,0.965,0.375,138,HASH_MAP
8304,0.346,0.022,154,SEQUENCE
13968,0.291,0.072,165,HASH_MAP
1632,0.272,0.331,6,TREE_MAP
14928,0.622,0.199,222,HASH_MAP
11088,0.924,0.007,46,SINGLY_LINKED_LIST
22128,0.461,0.395,459,HASH_MAP
12816,0.534,0.299,84,HASH_MAP
1968,0.41,0.289,15,SINGLY_LINKED_LIST
528,0.044,0.079,10,SEQUENCE
624,0.26,0.271,3,SINGLY_LINKED_LIST
29328,0.611,0.439,203,TREE_MAP
2976,0.496,0.062,38,HASH_MAP
5616,0.936,0.158,74,SINGLY_LINKED_LIST
5712,0.238,0.142,109,SEQUENCE
336,0.07,0.005,2,SINGLY_LINKED_LIST
23856,0.497,0.352,217,HASH_MAP
7824,0.326,0.094,142,HASH_MAP
48,0.025,0.195,0,SINGLY_LINKED_LIST
23568,0.491,0.302,317,TREE_MAP
32592,0.679,0.051,464,HASH_MAP
144,0.75,0.317,1,SINGLY_LINKED_LIST
6288,0.131,0.337,128,HASH_MAP
11184,0.932,0.099,5,SINGLY_LINKED_LIST
10128,0.422,0.406,204,HASH_MAP
14928,0.311,0.434,105,SEQUENCE
9552,0.398,0.325,95,HASH_MAP
3408,0.071,0.351,61,SINGLY_LINKED_LIST
528,0.055,0.336,4,SEQUENCE
18672,0.389,0.081,93,HASH_MAP
10992,0.229,0.204,163,SEQUENCE
5328,0.222,0.103,36,HASH_MAP
19728,0.411,0.204,286,TREE_MAP
912,0.038,0.065,13,SEQUENCE
8976,0.935,0.469,56,SINGLY_LINKED_LIST
41616,0.867,0.214,421,SINGLY_LINKED_LIST
34608,0.721,0.424,231,HASH_MAP
23568,0.491,0.101,361,TREE_MAP
7536,0.314,0.338,147,HASH_MAP
26832,0.559,0.294,192,TREE_MAP
21168,0.882,0.274,162,HASH_MAP
12528,0.522,0.125,114,SINGLY_LINKED_LIST
33264,0.693,0.391,25,TREE_MAP
5712,0.238,0.251,12,SEQUENCE
47088,0.981,0.032,833,SINGLY_LINKED_LIST
6672,0.139,0.032,109,HASH_MAP
30576,0.637,0.268,571,SEQUENCE
1008,0.168,0.211,17,SINGLY_LINKED_LIST
20976,0.874,0.001,189,SINGLY_LINKED_LIST
22416,0.467,0.408,285,HASH_MAP
34224,0.713,0.288,443,HASH_MAP
5232,0.436,0.255,83,HASH_MAP
16752,0.698,0.234,236,SINGLY_LINKED_LIST
12336,0.514,0.342,86,HASH_MAP
16752,0.698,0.384,264,SEQUENCE
48,0.25,0.014,0,SINGLY_LINKED_LIST
2256,0.376,0.011,13,SEQUENCE
33168,0.691,0.395,603,HASH_MAP
27984,0.583,0.144,418,SEQUENCE
36144,0.753,0.478,338,TREE_MAP
9168,0.955,0.324,35,SINGLY_LINKED_LIST
6768,0.141,0.204,28,HASH_MAP
3792,0.395,0.278,31,HASH_MAP
8496,0.708,0.027,51,HASH_MAP
12144,0.506,0.033,240,HASH_MAP
9648,0.804,0.372,48,HASH_MAP
8592,0.895,0.471,85,SINGLY_LINKED_LIST
22896,0.477,0.432,337,TREE_MAP
33648,0.701,0.431,55,HASH_MAP
24912,0.519,0.427,136,SEQUENCE
2256,0.47,0.23,14,SINGLY_LINKED_LIST
37968,0.791,0.163,74,HASH_MAP
17232,0.359,0.066,331,TREE_MAP
8112,0.169,0.442,76,TREE_MAP
1776,0.074,0.21,12,SINGLY_LINKED_LIST
12144,0.253,0.035,113,SEQUENCE
6096,0.254,0.187,105,TREE_MAP
4704,0.784,0.12,74,SINGLY_LINKED_LIST
20976,0.874,0.448,9,SINGLY_LINKED_LIST
1776,0.185,0.38,21,SINGLY_LINKED_LIST
48,0.125,0.248,1,SINGLY_LINKED_LIST
8496,0.708,0.354,157,SINGLY_LINKED_LIST
30192,0.629,0.071,244,SEQUENCE
16656,0.347,0.19,39,SEQUENCE
528,0.44,0.426,0,SINGLY_LINKED_LIST
1584,0.066,0.073,12,HASH_MAP
12336,0.514,0.038,73,HASH_MAP
11184,0.932,0.065,71,SINGLY_LINKED_LIST
6768,0.141,0.416,6,SEQUENCE
7344,0.306,0.243,96,TREE_MAP
5952,0.992,0.087,108,SINGLY_LINKED_LIST
1344,0.224,0.403,23,SINGLY_LINKED_LIST
32688,0.681,0.149,392,HASH_MAP
47472,0.989,0.342,46,SINGLY_LINKED_LIST
816,0.17,0.244,3,SINGLY_LINKED_LIST
912,0.095,0.43,5,TREE_MAP
1008,0.084,0.207,10,SEQUENCE
144,0.006,0.384,2,SEQUENCE
3216,0.67,0.357,20,TREE_MAP
17904,0.746,0.4,110,SINGLY_LINKED_LIST
7056,0.588,0.389,30,HASH_MAP
4464,0.93,0.094,4,SINGLY_LINKED_LIST
1872,0.312,0.372,2,SINGLY_LINKED_LIST
3456,0.576,0.127,56,SINGLY_LINKED_LIST
34512,0.719,0.289,670,HASH_MAP
15696,0.327,0.233,79,SINGLY_LINKED_LIST
11856,0.247,0.37,246,SEQUENCE
1872,0.156,0.031,29,HASH_MAP
17232,0.359,0.181,248,TREE_MAP
10416,0.217,0.4,27,HASH_MAP
37392,0.779,0.356,401,HASH_MAP
9552,0.995,0.426,104,SEQUENCE
2064,0.215,0.03,0,SINGLY_LINKED_LIST
45648,0.951,0.28,836,SINGLY_LINKED_LIST
36432,0.759,0.186,273,HASH_MAP
10704,0.892,0.262,205,SINGLY_LINKED_LIST
288,0.048,0.014,3,SEQUENCE
25488,0.531,0.359,337,HASH_MAP
3024,0.252,0.125,25,SINGLY_LINKED_LIST
6288,0.131,0.153,84,HASH_MAP
1872,0.039,0.239,35,SINGLY_LINKED_LIST
20784,0.866,0.218,379,TREE_MAP
23856,0.497,0.406,476,HASH_MAP
4032,0.672,0.44,52,SINGLY_LINKED_LIST
10608,0.442,0.447,2,SINGLY_LINKED_LIST
1872,0.975,0.259,24,SEQUENCE
28176,0.587,0.15,277,SEQUENCE
3984,0.083,0.13,51,HASH_MAP
2832,0.059,0.402,26,SEQUENCE
7056,0.294,0.077,90,HASH_MAP
1872,0.039,0.36,4,HASH_MAP
47184,0.983,0.406,760,SINGLY_LINKED_LIST
912,0.076,0.297,3,TREE_MAP
23184,0.966,0.064,242,SINGLY_LINKED_LIST
4032,0.672,0.257,68,HASH_MAP
9264,0.386,0.039,187,TREE_MAP
2016,0.336,0.135,14,HASH_MAP
46608,0.971,0.313,851,HASH_MAP
8304,0.346,0.308,152,SINGLY_LINKED_LIST
144,0.06,0.39,3,SINGLY_LINKED_LIST
6288,0.524,0.248,70,SEQUENCE
11088,0.924,0.35,150,SINGLY_LINKED_LIST
44592,0.929,0.329,898,SINGLY_LINKED_LIST
912,0.95,0.374,10,SINGLY_LINKED_LIST
10608,0.884,0.023,142,SINGLY_LINKED_LIST
528,0.011,0.404,5,SEQUENCE
29712,0.619,0.231,549,HASH_MAP
7248,0.302,0.199,146,SINGLY_LINKED_LIST
3888,0.405,0.067,32,HASH_MAP
13968,0.582,0.167,30,SEQUENCE
2928,0.488,0.213,19,SINGLY_LINKED_LIST
2496,0.416,0.337,13,HASH_MAP
2256,0.376,0.364,27,SINGLY_LINKED_LIST
8688,0.905,0.14,36,HASH_MAP
27792,0.579,0.06,297,HASH_MAP
46512,0.969,0.43,195,HASH_MAP
4848,0.505,0.158,14,SINGLY_LINKED_LIST
33264,0.693,0.227,240,HASH_MAP
4944,0.103,0.289,75,HASH_MAP
96,0.4,0.069,2,SINGLY_LINKED_LIST
12048,0.502,0.185,178,SEQUENCE
32784,0.683,0.052,547,HASH_MAP
8688,0.724,0.204,36,SINGLY_LINKED_LIST
4272,0.356,0.091,10,HASH_MAP
7152,0.596,0.117,99,SINGLY_LINKED_LIST
20592,0.858,0.419,373,HASH_MAP
38928,0.811,0.166,249,SINGLY_LINKED_LIST
18576,0.774,0.46,246,HASH_MAP
2448,0.051,0.236,19,SINGLY_LINKED_LIST
11952,0.996,0.181,87,SINGLY_LINKED_LIST
7536,0.314,0.309,105,SEQUENCE
10224,0.852,0.116,22,SINGLY_LINKED_LIST
144,0.015,0.236,2,SEQUENCE
624,0.325,0.103,12,SEQUENCE
35568,0.741,0.442,36,HASH_MAP
19824,0.826,0.116,140,SINGLY_LINKED_LIST
35664,0.743,0.273,294,HASH_MAP
8112,0.676,0.296,31,SINGLY_LINKED_LIST
36432,0.759,0.256,59,TREE_MAP
2544,0.212,0.448,32,HASH_MAP
25296,0.527,0.068,277,HASH_MAP
8496,0.885,0.061,99,SINGLY_LINKED_LIST
9456,0.788,0.205,123,SINGLY_LINKED_LIST
2832,0.295,0.47,54,HASH_MAP
1776,0.148,0.169,12,HASH_MAP
15792,0.329,0.266,158,SEQUENCE
14736,0.307,0.307,258,HASH_MAP
7824,0.326,0.291,140,HASH_MAP
1392,0.029,0.29,6,TREE_MAP
4896,0.816,0.093,99,SINGLY_LINKED_LIST
13872,0.578,0.027,126,HASH_MAP
48,0.2,0.3,1,SINGLY_LINKED_LIST
10032,0.209,0.095,145,SINGLY_LINKED_LIST
13776,0.574,0.434,193,SINGLY_LINKED_LIST
31248,0.651,0.063,36,TREE_MAP
4128,0.688,0.211,24,SEQUENCE
34992,0.729,0.208,403,HASH_MAP
44304,0.923,0.436,233,SINGLY_LINKED_LIST
528,0.44,0.446,9,SINGLY_LINKED_LIST
31056,0.647,0.321,218,SINGLY_LINKED_LIST
25392,0.529,0.249,158,HASH_MAP
624,0.052,0.381,8,SINGLY_LINKED_LIST
11376,0.474,0.163,16,SINGLY_LINKED_LIST
1152,0.96,0.176,17,SINGLY_LINKED_LIST
32208,0.671,0.116,471,HASH_MAP
2544,0.053,0.41,27,HASH_MAP
35856,0.747,0.292,734,HASH_MAP
16848,0.702,0.156,133,SINGLY_LINKED_LIST
11088,0.462,0.204,178,HASH_MAP
1008,0.021,0.319,8,SINGLY_LINKED_LIST
3984,0.332,0.283,60,HASH_MAP
18864,0.393,0.386,133,SEQUENCE
3024,0.63,0.114,53,SEQUENCE
33648,0.701,0.44,165,HASH_MAP
33168,0.691,0.264,50,TREE_MAP
912,0.152,0.021,16,HASH_MAP
18864,0.393,0.273,156,SEQUENCE
32304,0.673,0.172,580,HASH_MAP
10608,0.221,0.389,154,HASH_MAP
19248,0.401,0.065,238,HASH_MAP
31632,0.659,0.452,13,SINGLY_LINKED_LIST
432,0.18,0.243,1,SINGLY_LINKED_LIST
5712,0.238,0.099,8,HASH_MAP
3312,0.069,0.29,27,TREE_MAP
11568,0.482,0.315,222,HASH_MAP
2448,0.051,0.285,46,SEQUENCE
26352,0.549,0.336,315,HASH_MAP
6576,0.685,0.459,103,SINGLY_LINKED_LIST
23088,0.962,0.019,266,HASH_MAP
4848,0.505,0.076,68,SINGLY_LINKED_LIST
4848,0.505,0.379,96,SINGLY_LINKED_LIST
41328,0.861,0.343,348,HASH_MAP
816,0.034,0.379,13,SINGLY_LINKED_LIST
9072,0.945,0.027,181,SINGLY_LINKED_LIST
7056,0.588,0.326,66,HASH_MAP
2928,0.305,0.226,12,HASH_MAP
32688,0.681,0.197,155,SINGLY_LINKED_LIST
3504,0.292,0.416,12,HASH_MAP
48,0.25,0.004,0,SINGLY_LINKED_LIST
3984,0.332,0.398,64,SEQUENCE
3312,0.276,0.261,18,TREE_MAP
4176,0.087,0.04,42,HASH_MAP
816,0.17,0.025,13,SINGLY_LINKED_LIST
5328,0.555,0.389,12,SINGLY_LINKED_LIST
2064,0.344,0.361,11,SINGLY_LINKED_LIST
30192,0.629,0.364,451,SEQUENCE
20112,0.419,0.314,214,HASH_MAP
26928,0.561,0.159,193,HASH_MAP
1056,0.176,0.454,11,SINGLY_LINKED_LIST
18672,0.389,0.228,317,HASH_MAP
10128,0.844,0.128,199,TREE_MAP
13104,0.546,0.08,77,SINGLY_LINKED_LIST
10416,0.434,0.319,209,TREE_MAP
19728,0.822,0.159,85,HASH_MAP
1488,0.062,0.204,4,SEQUENCE
25488,0.531,0.332,514,HASH_MAP
26928,0.561,0.142,65,SINGLY_LINKED_LIST
35472,0.739,0.332,530,TREE_MAP
9264,0.772,0.455,121,HASH_MAP
20304,0.846,0.231,3,TREE_MAP
10992,0.229,0.159,50,SINGLY_LINKED_LIST
36816,0.767,0.321,429,SINGLY_LINKED_LIST
41328,0.861,0.392,60,SINGLY_LINKED_LIST
7632,0.318,0.426,5,SEQUENCE
5328,0.111,0.06,104,HASH_MAP
2832,0.472,0.211,25,SINGLY_LINKED_LIST
36048,0.751,0.067,528,HASH_MAP
6768,0.564,0.16,57,HASH_MAP
31824,0.663,0.472,383,HASH_MAP
432,0.018,0.472,9,HASH_MAP
46992,0.979,0.395,160,HASH_MAP
3888,0.162,0.384,34,SINGLY_LINKED_LIST
3504,0.73,0.178,53,HASH_MAP
1296,0.027,0.404,25,HASH_MAP
30864,0.643,0.474,551,HASH_MAP
8016,0.167,0.201,34,SEQUENCE
48,0.025,0.06,0,SINGLY_LINKED_LIST
24336,0.507,0.027,270,HASH_MAP
36912,0.769,0.003,673,TREE_MAP
18672,0.389,0.046,254,HASH_MAP
5808,0.605,0.227,67,TREE_MAP
1776,0.037,0.071,23,HASH_MAP
1968,0.082,0.09,19,SEQUENCE
816,0.034,0.42,3,SINGLY_LINKED_LIST
32112,0.669,0.314,401,HASH_MAP
32976,0.687,0.475,193,HASH_MAP
34224,0.713,0.061,56,HASH_MAP
144,0.024,0.148,0,SINGLY_LINKED_LIST
19248,0.802,0.157,351,HASH_MAP
1392,0.29,0.02,29,SINGLY_LINKED_LIST
45072,0.939,0.216,811,HASH_MAP
6864,0.572,0.311,9,SINGLY_LINKED_LIST
35568,0.741,0.389,20,SINGLY_LINKED_LIST
12816,0.534,0.094,207,SINGLY_LINKED_LIST
18288,0.762,0.434,64,HASH_MAP
21168,0.441,0.03,90,SINGLY_LINKED_LIST
40272,0.839,0.035,502,HASH_MAP
336,0.35,0.061,7,SINGLY_LINKED_LIST
2112,0.352,0.139,32,SINGLY_LINKED_LIST
36144,0.753,0.413,17,HASH_MAP
5808,0.242,0.149,61,SEQUENCE
10224,0.426,0.129,198,SEQUENCE
47856,0.997,0.012,576,HASH_MAP
9264,0.772,0.249,64,SINGLY_LINKED_LIST
1872,0.975,0.418,11,SINGLY_LINKED_LIST
1296,0.054,0.386,20,TREE_MAP
